NEWID	SPECIMEN_ID	COLLECTOR	NUMBER	ADDCOLL_LABEL	HERBARIOS	COLLDD	COLLMM	COLLYY	LABEL_NAME	NOME	GENUS	SP1	ESPECIE_ARTIGO	DETBY	DETMONTH	DETYEAR	OLDDETS	TAXON_NOTES	VERNACULAR	CLADO	ITS_TIP	CPDNA_TIP	NOTA_DE_HABITAT	NOTA_DE_SOLO	HABITOSTD	PLANT_DAP_CM	PLANT_HEIGHT_M	FERT	LABEL_NOTES	ALTITUDE_EST	ALTI_RANGE	LATITUDE	LONGITUDE	COORD_REF	COUNTRY	PROVINCE	MUNICIPIO	MINORAREA	NOTAS_LOCALIDADE	END
VIC1769	Vicen_1769	Vicentini, A.	1769	de Souza, E.E.	INPA	23	7	2001	Pagamea  sp. nov. Jau     	Pagamea aracaensis B.M.Boom	Pagamea	sp. nov. borbensis	aracaensis	Vicentini, A.	7	2001		Provavelmente uma espécie nova, com a venação broquidódroma e domáceas nas axilas das nervuras secundárias. Poucas espécies tem esse padrão de venação.		Macrophylla	VIC1769	VIC1769	Campinarana baixa, sub-bosque	areia branca	Small tree	3	3	Estéril		50		-1.8194444444	-61.7680555556	GPS DATUM SWA	Brasil	Amazonas	Barcelos	Campina do Patauá	Parque Nacional do Jaú - Campina do Patauá - Trilha acampamento à campinarana aberta	endofline
VIC1777	Vicen_1777	Vicentini, A.	1777		INPA	27	7	2001	Pagamea  sp. nov. Jau     	Pagamea aracaensis B.M.Boom	Pagamea	sp. nov. borbensis	aracaensis	Vicentini, A.	7	2001				Macrophylla	VIC1777	VIC1777	Campinarana alta, com Aldina e aff. Sextonia e Pagamea coriacea	areia branca	Tree	20	15	Estéril	Domáceas muito evidentes nas axilas das nervuras secundárias. Tronco circular de base acanalada. Ritidoma fissurado, escamoso. Casca interna avermelhada, alburno amarelo-claro.	37		-1.9133333333	-61.5902777778	GPS DATUM SWA	Brasil	Amazonas	Novo Airão	Campina do Seringalzinho	Parque Nacional do Jaú, Campina do Seringalzinho, trilha do Nazaré	endofline
VIC1790	Vicen_1790	Vicentini, A.	1790	Cohn-haft, M.	INPA; MO	23	8	2001	guianensis	Pagamea guianensis Aubl.	Pagamea	sp. nov. occulta	guianensis	Vicentini, A.	8	2001				Guianensis	VIC1790	VIC1790	Campina gramíneo-lenhosa com árvores mais altas de 4-6 m, área com Euphronia hirtelleoides, Lagenocarpus, Ocotea esmeraldana, Licania, Vochysia, Bactris campestris.	areia branca, abaixo do nível de inundação	Tree	8	6	Estéril	Inflorescência velha. (MO specimen sterile)	66		-0.2041666667	-63.1563888889	GPS DATUM SAD69	Brasil	Amazonas	Barcelos	Serra do Aracá	Rio Aracá, Margem direita	endofline
VIC1792	Vicen_1792	Vicentini, A.	1792	Mesquita, R. de C.; Cohn-haft, M.	INPA; MO	23	8	2001	Pagamea  aracaensis Boom    	Pagamea aracaensis B.M.Boom	Pagamea	aracaensis	aracaensis	Vicentini, A.	8	2001		cond. marks parellel to midrib midrib impressed above		Macrophylla	VIC1792	VIC1792	Campina aberta, com Barcela odora, Humiria balsamifera, Euphronia hirtelleoides, Caraipa sp., Cyrilla racemiflora e Lagenocarpus.	areia branca	Tree	6	2.5	Flower	Flores brancas, botões verdes. Comum, as vezes arbusto, em simpatria com Pagamea coriacea.	44		-0.0236111111	-63.2186111111	GPS DATUM SAD69	Brasil	Amazonas	Barcelos	Serra do Aracá	Rio Aracá, margem direita	endofline
VIC1800	Vicen_1800	Vicentini, A.	1800		INPA	30	11	2000	Pagamea  macrophylla Spruce ex Benth.    	Pagamea macrophylla Spruce	Pagamea	macrophylla	macrophylla	Vicentini, A.	8	2001				Macrophylla	VIC1800	VIC1800		areia branca	Tree			Flower		70		-2.8833333333	-59.9666666667	OTHER LABEL FROM SAME SITE	Brasil	Amazonas	Manaus	Reserva Florestal Adolpho Ducke	Reserva Florestal Adolpho Ducke	endofline
VIC1801	Vicen_1801	Vicentini, A.	1801	Mesquita, R. de C.; Cohn-haft, M.	INPA; MO	23	8	2001	Pagamea  coriacea Spruce ex Benth.    	Pagamea coriacea Benth.	Pagamea	coriacea	coriacea	Vicentini, A.	8	2001				Coriacea	VIC1801	VIC1801	Campina aberta, com Barcela odora, Humiria balsamifera, Euphronia hirtelleoides, Caraipa sp., Cyrilla racemiflora e Lagenocarpus.	areia branca	Small tree	2.5	1.5	Fruit	Frutos verdes; flores velhas; planta comum no local.	44		-0.0236111111	-63.2186111111	GPS DATUM SAD69	Brasil	Amazonas	Barcelos	Serra do Aracá	Rio Aracá, margem direita	endofline
VIC1894	Vicen_1894	Vicentini, A.	1894	Mesquita, R.; Cohn-haft, M.	INPA	28	8	2001	Pagamea  montana Gleason & Standley    	Pagamea montana Gleason & Standl.	Pagamea	montana	montana	Vicentini, A.	8	2001				Thyrsiflora	VIC1894	VIC1894	Floresta Ombrófila Densa Alto Montana, subbosque, area dominada por Bonnettia, dossel 10-15 m	arenoso com espessa camada de materia orgânica	Small tree	2	4	Estéril		1102		0.9222222222	-63.4469444444	GPS DATUM SAD69	Brasil	Amazonas	Barcelos	Serra do Aracá	Serra do Aracá, platô	endofline
VIC1915	Vicen_1915	Vicentini, A.	1915	Cohn-haft, M.	INPA; MO	28	8	2001	Pagamea  aracaensis Boom    	Pagamea aracaensis B.M.Boom	Pagamea	aracaensis	aracaensis	Vicentini, A.	8	2001		cond marks only  those parallel to midrib midrib impressed above		Macrophylla	VIC1915	VIC1915	Campina aberta sobre paleo-duna, em moita com Humiria balsamifera, Macairea, Macrolobium...	areia branca	Shrub		1	Flower	Flores brancas, botões verdes.	38		0.3177777778	-63.2666666667	GPS DATUM SAD69	Brasil	Amazonas	Barcelos	Serra do Aracá	Margem esquerda do rio Aracá, próximo à foz do rio Cuieiras	endofline
VIC2041	Vicen_2041	Vicentini, A.	2041		INPA	10	4	2002	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Puberula	VIC2041	VIC2041	Moita em savanna	areia-branca	Shrub		2	Fruit		15		5.4683333333	-55.18	gps	Suriname	Para	Zuid	Zanderij	Perto do Aereoporto	endofline
VIC2052	Vicen_2052	Vicentini, A.	2052		MO	28	7	2003	P. coriacea	Pagamea coriacea Benth.	Pagamea	coriacea	coriacea	Vicentini, A.	7	2003				Coriacea	VIC2052	VIC2052	Campina	areia branca	Small tree		3.5	Estéril		141		-1.945	-60.0763888889	globalmapper srtm	Brasil	Amazonas	Presidente Figueiredo	Cachoeira da Iracema	Cachoeira da Iracema, trilha entre Iracema e Araras	endofline
VIC2055	Vicen_2055	Vicentini, A.	2055		MO	28	7	2003		Pagamea plicatiformis Steyerm.	Pagamea	plicatiformis	plicatiformis	Vicentini, A.	7	2003				Puberula	VIC2055	VIC2055	Campina	areia branca	Small tree		3.5	Estéril		133		-1.9538888889	-60.0736111111	globalmapper srtm	Brasil	Amazonas	Presidente Figueiredo	Cachoeira da Iracema	Cachoeira da Iracema, trilha entre Iracema e Araras	endofline
VIC2059	Vicen_2059	Vicentini, A.	2059		MO	28	7	2003		Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	7	2003		This specimen is more like P.plicatiformis than P.plicata...		Plicata	VIC2059	VIC2059	Campina	areia branca	Tree		6.4	Estéril		114		-1.9808333333	-60.0219444444	globalmapper srtm	Brasil	Amazonas	Presidente Figueiredo	Reserva Ecologica de Lajes	Reserva Ecologica de Lajes	endofline
VIC2064	Vicen_2064	Vicentini, A.	2064	Carneiro, A.	INPA; MO	14	8	2003		Pagamea duckei Standl.	Pagamea	duckei	duckei	Vicentini, A.	10	2006				Duckei	VIC2064	VIC2064	Subosque de Campinarana Alta, no primeiro compartimento arenoso do paleocanal, nao inundavel. Ausente nos ambientes mais encharcados e de dossel mais baixo. Comum.	areia branca	Small tree	3	3.5	Fruit	nao tem resina	50		-2.7641666667	-60.2658333333	globalmapper srtm	Brasil	Amazonas	Manaus	igarapé Tarumã-mirin	Paleocanal do Tarumã-Mirim, Estrada do Pau Rosa, final do Ramal do Novo Amanhecer, por trilha ca. 4 km em direção ao rio	endofline
VIC2070	Vicen_2070	Vicentini, A.	2070	Carneiro, A.	MO	14	8	2003		Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	10	2006				Plicata	VIC2070	VIC2070	Campinarana Baixa, ao longo do paleocanal, area encharcada. Ocorre em simpatria com P. coriacea e P. plicatiformis. Rara.	areia branca	Tree	8	8	Estéril	resina clara escassa nos ramos	50		-2.7741666667	-60.2591666667	globalmapper srtm	Brasil	Amazonas	Manaus	igarapé Tarumã-mirin	Paleocanal do Tarumã-Mirim, Estrada do Pau Rosa, final do Ramal do Novo Amanhecer, por trilha ca. 4 km em direção ao rio. Ao lado de Vicentini 2066	endofline
VIC2073	Vicen_2073	Vicentini, A.	2073	Carneiro, A.	INPA	14	8	2003		Pagamea duckei Standl.	Pagamea	duckei	duckei	Vicentini, A.	10	2006				Plicatiformis	VIC2073	VIC2073	Subosque de Campinarana Alta, no primeiro compartimento arenoso do paleocanal, nao inundavel. Ausente nos ambientes mais encharcados e de dossel mais baixo. Comum.	areia branca	Small tree	3	3.5	Estéril	nao tem resina	49		-2.7819444444	-60.2555555556	globalmapper srtm	Brasil	Amazonas	Manaus	igarapé Tarumã-mirin	Paleocanal do Tarumã-Mirim, Estrada do Pau Rosa, final do Ramal do Novo Amanhecer, por trilha ca. 4 km em direção ao rio	endofline
VIC2131	Vicen_2131	Vicentini, A.	2131	Boubli, J.P.; Pontual, F.; Naka, L.	INPA	3	12	2003	guianensis	Pagamea guianensis Aubl.	Pagamea	sp. nov. occulta	guianensis	Vicentini, A.	10	2006				Guianensis	VIC2131	VIC2131	Campinarana/Campina	areia branca	Tree	10	6	Flower-old	Borda campina inundavel/chavascal/igapo com Leopoldinia pulchra. Ritidoma cinza escamoso. Casca interna bege sem resina. Especie nao esta presente na campina. Flores velhas.	41		-0.5780555556	-64.9266666667	GPS	Brasil	Amazonas	Santa Isabel do Rio Negro	rio Ayuana	Rio Ayuana, margem direita do rio Negro	endofline
VIC2147	Vicen_2147	Vicentini, A.	2147	Boubli, J.P.; Pontual, F.; Naka, L.	INPA; MO	3	12	2003	Pagamea  coriacea    	Pagamea coriacea Benth.	Pagamea	coriacea	coriacea	Vicentini, A.	10	2006				Coriacea	VIC2147	VIC2147	Campina aberta/campinarana	areia branca	Tree		6.4	Flower	Comum, flores brancas.	50		-0.4726666667	-65.1706111111	GPS	Brasil	Amazonas	Santa Isabel do Rio Negro	rio Uneixi	Rio Uneixi	endofline
VIC2150	Vicen_2150	Vicentini, A.	2150	Boubli, J.P.; Pontual, F.; Naka, L.	MO	3	12	2003	Pagamea  plicata    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	10	2006				Plicata	VIC2150	VIC2150	Caatinga alta (15-20 m de altura de dossel)	arenoso com tapete de raizes, area levemente encharcada	Tree	15	18	Estéril	Tronco circular, ritidoma fissurado. Casca interna vermelho intenso, resinoso, alburno bege (foto). Resina vermelha no ramo, escassa. (Tres individuos coletados sob este numero).	53		-0.3663888889	-64.9966666667	GPS	Brasil	Amazonas	Santa Isabel do Rio Negro	perto do aeroporto	Perto do Aeroporto, por trilha atravessando a pista logo em frente a sede.  	endofline
VIC2151	Vicen_2151	Vicentini, A.	2151	Rodriguez, E.F.R.; Cornelius, C.F. Apanú, R.N.; Cornelius, C.F.; Apanú, R.N.	HUT; INPA; MO; USM	16	2	2004	guianensis	Pagamea guianensis var. macrocarpa Steyerm.	Pagamea	sp. nov. macrocarpa	sp.D	Vicentini, A.	3	2004				Macrocarpa	VIC2151	VIC2151	Floresta baixa (Bosque bajo), 15-20 m dossel	areia-branca sobre tapete de raizes de +/- 50 cm de espessura (campau)	Tree	8	6	Estéril	Tronco circular. Casca fissurada fina. Casca interna vermelho-claro, sem exsudato. ESTÉRIL.	600		-5.255	-78.3594444444	GPS	Peru	Amazonas - Bagua	Imaza	Cerro Tayu-Mujaji	Cerro Tayu-Mujaji, Comunidade Aguaruna Wawas, trocha desde Puente Almendro	endofline
VIC2157	Vicen_2157	Vicentini, A.	2157	Rodriguez, E.F.R.; Cornelius, C.F. Apanú, R.N.; Cornelius, C.F.; Apanú, R.N.	HUT; INPA; MO; USM	16	2	2004	Pagamea cf. dudley Steyerm. 	Pagamea thyrsiflora Spruce	Pagamea	thyrsiflora	thyrsiflora	Vicentini, A.	3	2004		Esta espécie atinge 10 m e 15 cm de DAP na floresta alto-montana, mas as folhas não são tão plásticas como a outra espécie.  e é aparentemente dióica, pois existem individuos com frutos e outros individuos apenas inflorescências velhas e secas.		Thyrsiflora	VIC2157	VIC2157	Vegetação arbustiva densa rupestre (arbustal sobre rocoso)	areia-branca com tapete de raizes (campau) e afloramento de arenito	Small tree	4	2	Fruit	Frutos semi-maduros, castanho escuro na parte exposta ao sol, verde na parte de sombra. Essa espécie é muito comum no cume da montanha.	1031		-5.2627777778	-78.3644444444	GPS	Peru	Amazonas - Bagua	Imaza	Cerro Tayu-Mujaji	Cerro Tayu-Mujaji, Comunidade Aguaruna Wawas, trocha desde Puente Almendro, cumbre	endofline
VIC2160	Vicen_2160	Vicentini, A.	2160	Rodriguez, E.F.R.; Cornelius, C.F. Apanú, R.N.; Cornelius, C.F.; Apanú, R.N.	HUT; INPA; MO; USM	18	2	2004	guianensis	Pagamea guianensis var. macrocarpa Steyerm.	Pagamea	sp. nov. macrocarpa	sp.D	Vicentini, A.	3	2004				Macrocarpa	VIC2160	VIC2160	Varillal seco y alto (Campinarana alta, 20-25 m), poucas palmeiras, muitas lianas de Doliocarpus, planta no subosque	areia-branca com seixos rolados grandes coberta por espessa serrapilheira (tapete de raizes)	Tree	15	8	Estéril	ESTÉRIL.	335		-4.6683333333	-77.7805555556	GPS	Peru	Amazonas - Condorcanqui	Santa Maria de Nieva	Carretera Puente Nieva a Sarameriza	Carretera Puente Nieva a Sarameriza, ca. 5 km desde el cruce de Ceasme	endofline
VIC2163	Vicen_2163	Vicentini, A.	2163	Rodriguez, E.F.R.; Cornelius, C.F. Apanú, R.N.; Cornelius, C.F.; Apanú, R.N.	HUT; INPA; MO; USM	18	2	2004	guianensis	Pagamea guianensis var. macrocarpa Steyerm.	Pagamea	sp. nov. macrocarpa	sp.D	Vicentini, A.	3	2004				Macrocarpa	VIC2163	VIC2163	Varillal alto (Campinarana alta, 15-20 m), área alterada na beira da estrada, subbosque inundável com Rapatea ulei	areia-branca com seixos rolados grandes coberta por espessa serrapilheira (tapete de raizes)	Tree	8	8	Estéril	ESTÉRIL.	365		-4.6752777778	-77.7866666667	GPS	Peru	Amazonas - Condorcanqui	Santa Maria de Nieva	Carretera Puente Nieva a Sarameriza	Carretera Puente Nieva a Sarameriza, ca. 2 km desde el cruce de Ceasme	endofline
VIC2165	Vicen_2165	Vicentini, A.	2165	Rodriguez, E.F.R.	HUT; INPA; MO; USM	25	2	2004	Pagamea cf. dudley Steyerm. 	Pagamea thyrsiflora Spruce	Pagamea	thyrsiflora	thyrsiflora	Vicentini, A.	3	2004				Thyrsiflora	VIC2165	VIC2165	Floresta baixa (6-7 m) em vertente 	areia-branca com tapete de raizes (campau) e afloramentos de arenito	Tree	4	4	Estéril	ESTÉRIL.	806		-6.465	-76.3069444444	GPS	Peru	San Martín - San Martín	La Banda de Shilcayo	Carretera Tarapoto-Yurimaguas	Carretera Tarapoto-Yurimaguas km 13, vertente E da Serra	endofline
VIC2166	Vicen_2166	Vicentini, A.	2166	Rodriguez, E.F.R.	HUT; INPA; MO; USM	25	2	2004	guianensis	Pagamea dudleyi Steyerm.	Pagamea	dudleyi	sp.D	Vicentini, A.	3	2004				Dudleyi	VIC2166	VIC2166	Floresta baixa (4-5 m) em vertente 	areia-branca com tapete de raizes (campau) e afloramentos de arenito	Tree	5	5	Estéril	Tronco inclinado e fissurado. ESTÉRIL.	884		-6.4636111111	-76.3072222222	GPS	Peru	San Martín - San Martín	La Banda de Shilcayo	Carretera Tarapoto-Yurimaguas	Carretera Tarapoto-Yurimaguas km 13, vertente E da Serra	endofline
VIC2170	Vicen_2170	Vicentini, A.	2170	Rodriguez, E.F.R.	HUT; INPA; MO; USM	25	2	2004	guianensis	Pagamea dudleyi Steyerm.	Pagamea	dudleyi	sp.D	Vicentini, A.	3	2004				Dudleyi	VIC2170	VIC2170	Floresta baixa (5-7 m)	areia-branca com tapete de raizes (campau) e afloramentos de arenito	Tree	4	4	Estéril	ESTÉRIL.	911		-6.4613888889	-76.3097222222	GPS	Peru	San Martín - San Martín	La Banda de Shilcayo	Carretera Tarapoto-Yurimaguas	Carretera Tarapoto-Yurimaguas km 13, vertente E da Serra	endofline
VIC2176	Vicen_2176	Vicentini, A.	2176	Rodriguez, E.F.R.	AMAZ; HUT; INPA; MO; USM	26	2	2004	peruviana	Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	3	2004				Peruviana	VIC2176	VIC2176	Varillal alto (campinarana alta, 20-35 m de dossel)	areia-branca com tapete de raizes	Tree	12	8	Fruit	Frutos verdes, raques da infrutescência vermelho. Ritidoma levemente fissurado, casca interna bege-claro, com abundante seiva amarelo-translúcida.	180		-6.1847222222	-76.2622222222	GPS	Peru	San Martín - Lamas	Caynarachi	Carretera Tarapoto-Yurimaguas	Carretera Tarapoto-Yurimaguas km 85	endofline
VIC2180	Vicen_2180	Vicentini, A.	2180	Zarate, R.; Amasifuen, C.A.G.	AMAZ; HUT; INPA; MO; USM	29	2	2004	Pagamea aff. plicata Spruce ex Benth.	Pagamea plicata var. glabrescens Benth.	Pagamea	glabrescens	plicata	Vicentini, A.	3	2004				Plicata	VIC2180	VIC2180	Varillal alto y seco	areia-branca com tapete de raizes	Tree	25	17	Fruit	Frutos verdes, infrutescência vermelha. Ritidoma fissurado, casca interna vermelha. Parcela #3, árbol #304.	149		-4.0025	-73.4338888889	GPS	Peru	Loreto - Maynas	Iquitos	Carretera Iquitos-Nauta	Carretera Iquitos-Nauta, km 31.5, Fundo UNAP.	endofline
VIC2185	Vicen_2185	Vicentini, A.	2185	Zarate, R.; Amasifuen, C.A.G.; Amasifuen, C.A.G.	AMAZ; HUT; INPA; MO; USM	2	3	2004	guianensis	Pagamea guianensis morfotipo “iquitos”	Pagamea	sp. nov. resinosa	sp.H	Vicentini, A.	3	2004		Syntópica com Pagamea plicata		Iquitos	VIC2185	VIC2185	Varillal seco, alterado (7-8 m dossel), próximo área de extração de areia, subbosque.	areia-branca com tapete de raizes	Tree	4	5	Fruit	Frutos verdes, infrutescência vermelha. Ritidoma levemente fissurado. Casca interna vermelha, alburno amarelado, sem exsudato. 	140		-3.8722222222	-73.3461111111	GPS	Peru	Loreto - Maynas	Iquitos	Carretera Iquitos-Nauta	Carretera Iquitos-Nauta, km 13	endofline
VIC2188	Vicen_2188	Vicentini, A.	2188	Zarate, R.; Amasifuen, C.A.G.; Camayo, R.; Amasifuen, C.A.G.; Camayo, R.	AMAZ; HUT; INPA; MO; USM	4	3	2004	guianensis	Pagamea guianensis Aubl.	Pagamea	sp. nov. occulta	guianensis	Vicentini, A.	3	2004		Syntópica com Pagamea plicata		Guianensis	VIC2188	VIC2188	Varillal alto (20-25 m)	areia-branca com tapete de raizes, inundável quando chove	Tree	10	6	Fruit	Fruto verde, infrutescência vermelha. Ritidoma fissurado. Casca interna avermelhada, alburno amarelo-ouro.	102		-4.9	-73.63	GPS	Peru	Loreto - Requena	Jenaro Herrera	Carretera Genero Herrera a Colonia Angamos	Carretera Genero Herrera a Colonia Angamos, km 4.5, al E do arboretum do CIJH-IIAP	endofline
VIC2190	Vicen_2190	Vicentini, A.	2190	Zarate, R.; Amasifuen, C.A.G.; Camayo, R.; Amasifuen, C.A.G.; Camayo, R.	AMAZ; HUT; INPA; MO; USM	4	3	2004	peruviana	Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	3	2004		Syntópica com Pagamea guianensis		Peruviana	VIC2190	VIC2190	Varillal alto (20-25 m)	areia-branca com tapete de raizes, inundável quando chove	Tree	20	10	Fruit	Fruto verde, infrutescência verde-avermelhada. Ritidoma fissurado. Casca interna bege-claro, alburno bege, exsuda seiva amarela-translúcida abundante.	102		-4.9	-73.63	GPS	Peru	Loreto - Requena	Jenaro Herrera	Carretera Genero Herrera a Colonia Angamos	Carretera Genero Herrera a Colonia Angamos, km 4.5, al E do arboretum do CIJH-IIAP	endofline
VIC2192	Vicen_2192	Vicentini, A.	2192	Zarate, R.; Amasifuen, C.A.G.; Amasifuen, C.A.G.	AMAZ; HUT; INPA; MO; USM	5	3	2004	guianensis	Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	3	2004		Syntópica com Pagamea plicataI e II		Peruviana	VIC2192	VIC2192	Varillal seco e alto (25-30 m dossel), subosque	areia-branca com tapete de raizes	Tree	12	10	Fruit	Frutos verdes, infrutescência vermelha. Ritidoma  fissurado. Casca interna vermelho-carne, alburno amarelo-ouro, sem exsudato. Espécie muito comum no local.	127		-3.9144444444	-73.4041666667	GPS	Peru	Loreto - Maynas	Iquitos	Carretera Iquitos-Nauta	Carretera Iquitos-Nauta, km 22, Camino para Llanchama, ca. 2.5 km de la carretera	endofline
VIC2194	Vicen_2194	Vicentini, A.	2194	Zarate, R.; Amasifuen, C.A.G.; Amasifuen, C.A.G.	AMAZ; HUT; INPA; MO; USM	5	3	2004	Pagamea aff. plicata Spruce ex Benth.	Pagamea plicata var. glabrescens Benth.	Pagamea	glabrescens	plicata	Vicentini, A.	3	2004		Syntópica com Pagamea plicataII e P. guianensis		Plicata	VIC2194	VIC2194	Varillal seco e alto (20-25 m dossel)	areia-branca com tapete de raizes	Tree	12	15	Estéril	Ritidoma  fissurado. Casca interna vermelha, alburno amarelado. Espécie rara no local.	127		-3.9144444444	-73.4041666667	GPS	Peru	Loreto - Maynas	Iquitos	Carretera Iquitos-Nauta	Carretera Iquitos-Nauta, km 22, Camino para Llanchama, ca. 2.5 km de la carretera	endofline
VIC2203	Vicen_2203	Vicentini, A.	2203	Keiser, E.	INPA	10	4	2004		Pagamea “borbensis” 	Pagamea	sp. nov. borbensis	sp.E	Vicentini, A.	10	2006		cond marks parallele		Macrophylla	VIC2203	VIC2203	Campinarana 10-15 m de dossel	areia branca coberta por espessa camada de serrapilheira	Tree	12	10	Fruit	Tronco circular, ritidoma fissurado. Casca interna de fibras rígidas avermelhada com camadas esbranquiçadas. Alburno bege. Sem exsudato. Frutos verdes. 	29		-4.5863888889	-59.5636111111	gps	Brasil	Amazonas	Borba	Estrada para Mapiá	Umirizal, área de estração de areia, km 41 da estrada Borba-Mapiá	endofline
VIC2206	Vicen_2206	Vicentini, A.	2206	Keiser, E.	INPA; MO	10	4	2004		Pagamea coriacea Benth.	Pagamea	coriacea	coriacea	Vicentini, A.	10	2006				Coriacea	VIC2206	VIC2206	Campinarana 10-15 m de dossel	areia branca coberta por espessa camada de serrapilheira	Tree	8	12	Fruit	Casca fissurada. Frutos verdes e raque da infrutescência vermelha	29		-4.5863888889	-59.5636111111	gps	Brasil	Amazonas	Borba	Estrada para Mapiá	Umirizal, área de estração de areia, km 41 da estrada Borba-Mapiá	endofline
